id,name,office,role,state,county_or_region,jurisdiction,website,email,phone,source_file,source_row_number,notes
ma-139a11e413270231,Thomas M. Quinn III,"Office of the District Attorney, Bristol",District Attorney,MA,Bristol,Bristol,https://bristolda.com/,info@bristolda.com,(508) 997-0711,DA_Massachusetts.csv,3,"Source: legacy manual CSV (DA_Massachusetts.csv). Address: 888 Purchase Street, New Bedford, 02740. party: democrat. ageRange: 50-60. gender: male. race: white. appointed: 2015. Verify all data before publication."
ma-edab23c5365d7509,Anthony D. Gulluni,"Office of the District Attorney, Hampden",District Attorney,MA,Hampden,Hampden,https://hampdenda.com/,gulluniforda@gmail.com,(413) 747-1000,DA_Massachusetts.csv,4,"Source: legacy manual CSV (DA_Massachusetts.csv). Address: 155 Brookdale Drive, Springfield, 01104. party: democrat. ageRange: 30-40. gender: male. race: white. appointed: 2015. Verify all data before publication."
ma-d16d59e267b14a95,David E. Sullivan,"Office of the District Attorney, Northampton",District Attorney,MA,Northampton,Northampton,https://www.northwesternda.org/,,(413) 586-9225,DA_Massachusetts.csv,5,"Source: legacy manual CSV (DA_Massachusetts.csv). Address: One Gleason Plaza, Northampton, 01060. party: democrat. ageRange: 30-40. gender: male. race: white. appointed: 2011. Verify all data before publication."
ma-995725ca7df07e59,Timothy J. Cruz,"Office of the District Attorney, Plymouth",District Attorney,MA,Plymouth,Plymouth,https://plymouthda.com/,,(508) 584-8120,DA_Massachusetts.csv,6,"Source: legacy manual CSV (DA_Massachusetts.csv). Address: 166 Main Street, Brockton, 02301. party: republican. ageRange: 50-60. gender: male. race: white. appointed: 2001. Verify all data before publication."
ma-4a999236b2ef0637,Joseph D. Early Jr.,"Office of the District Attorney, Worcester",District Attorney,MA,Worcester,Worcester,https://worcesterda.com/,info@worcesterda.org,(508) 755-8601,DA_Massachusetts.csv,7,"Source: legacy manual CSV (DA_Massachusetts.csv). Address: 225 Main Street G-301, Worcester, 01608. party: democrat. ageRange: 40-50. gender: male. race: white. appointed: 2006. Verify all data before publication."
pa-d4f6f4caa5137be7,Brian Sinnett,"Office of the District Attorney, Adams",District Attorney,PA,Adams,Adams,https://www.adamscounty.us/Dept/DA/Pages/default.aspx,dainfo@adamscounty.us,717-337-9840,district-attorneys-pa.csv,1,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Adams County Courthouse, 117 Baltimore St, Gettysburg, 17325. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-a02df94e98b76d57,Stephen A Zappala Jr,"Office of the District Attorney, Allegheny",District Attorney,PA,Allegheny,Allegheny,https://alleghenycountyda.us/,,412-350-4401,district-attorneys-pa.csv,2,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Allegheny County Courthouse, 436 Grant St, Pittsburgh, 15219. party: Democrat. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-2ba307ea5f299320,Katie M Charlton,"Office of the District Attorney, Armstrong",District Attorney,PA,Armstrong,Armstrong,https://www.co.armstrong.pa.us/index.php/departments-m/district-attorney-m,kmcharlton@co.armstrong.pa.us,724-548-3240,district-attorneys-pa.csv,3,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Armstrong County Courthouse, 500 East Market St, Kittaning, 16201. party: Republican. ageRange: 30-40. gender: female. race: white. Verify all data before publication."
pa-e46577e95e2f608e,David J Lozier,"Office of the District Attorney, Beaver",District Attorney,PA,Beaver,Beaver,https://www.beavercountypa.gov/Depts/DA/Pages/default.aspx,districtattorney@beavercountypa.gov,724-773-8550,district-attorneys-pa.csv,4,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Beaver County Courthouse, 810 Third Street, Beaver, 15009. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-8c4f1abc28d3904f,Lesley Childers-Potts,"Office of the District Attorney, Bedford",District Attorney,PA,Bedford,Bedford,https://www.bedfordcountypa.org/courts/district_attorney/index.php,lchilders@bedfordcountypa.org,(814) 623-4855,district-attorneys-pa.csv,5,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 200 S. Juliana Street, Bedford, 15522. party: Republican. gender: female. race: white. Verify all data before publication."
pa-6bbb12ab7e70d5bc,John T Adams,"Office of the District Attorney, Berks",District Attorney,PA,Berks,Berks,https://www.co.berks.pa.us/Dept/DA/Pages/default.aspx,da@countyofberks.com,(610) 478-6000,district-attorneys-pa.csv,6,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Berks County Services Center, 633 Court Street, Reading, 19601. party: Democrat. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-047c091f5ef7f0fa,Peter Weeks,"Office of the District Attorney, Blair",District Attorney,PA,Blair,Blair,https://www.blairco.org/Dept/DA/Pages/default.aspx,,(814) 693-3010,district-attorneys-pa.csv,7,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Blair County Courthouse, 423 Allegheny St, Hollidaysburg, 16648. party: Republican. gender: male. race: white. Verify all data before publication."
pa-f99c90caf2b4b7c6,Chad Salsman,"Office of the District Attorney, Bradford",District Attorney,PA,Bradford,Bradford,https://www.bradfordcountypa.org/index.php/elected-officials/district-attorney,bcda@bradfordco.org,(570) 265-1712,district-attorneys-pa.csv,8,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Bradford County Courthouse, 301 Main St, Towanda, 18848. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-83c6f1bf6b0bde17,Matthew Weintraub,"Office of the District Attorney, Bucks",District Attorney,PA,Bucks,Bucks,https://www.buckscounty.org/government/RowOfficers/DistrictAttorney,,(215) 348-6344,district-attorneys-pa.csv,9,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Bucks County Justice Center, 100 North Main St, Doylestown, 18901. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-ac92f4cf10f54c24,Richard Goldinger,"Office of the District Attorney, Butler",District Attorney,PA,Butler,Butler,https://www.butlercountypa.gov/416/District-Attorney,butlerda@co.butler.pa.us,724-284-5222,district-attorneys-pa.csv,10,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Butler County Government Center, 124 W. Diamond St, Butler, 16003. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-8b6f6a644c8d61b6,Gregory J Neugebauer,"Office of the District Attorney, Cambria",District Attorney,PA,Cambria,Cambria,https://www.cambriacountypa.gov/district-attorney.aspx,,814-472-1680,district-attorneys-pa.csv,11,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Cambria County Courthouse, 200 South Center Street, Ebensburg, 15931. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-1721f7714f44d70f,Paul Joseph Malizia,"Office of the District Attorney, Cameron",District Attorney,PA,Cameron,Cameron,https://www.cameroncountypa.com/government/district_attorney.php,,(814) 486-1181,district-attorneys-pa.csv,12,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 25 East 5th Street, Emporium, 15834. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-7d21fbb43023578e,Michael S Greek,"Office of the District Attorney, Carbon",District Attorney,PA,Carbon,Carbon,https://www.carboncounty.com/index.php/2-uncategorised/39-district-attorney,mgreek@carboncounty.net,(570) 325-2718,district-attorneys-pa.csv,13,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Jim Thorpe, 18229. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-5972ca1aa3ad364e,Bernie Cantorna,"Office of the District Attorney, Centre",District Attorney,PA,Centre,Centre,https://centrecountypa.gov/366/District-Attorney,bcantorna@centreda.org,(814) 355-6735,district-attorneys-pa.csv,14,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Centre County Courthouse Annex, 106 East High Street, Bellefonte, 16823. party: Democrat. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-e1017581e929a3ff,Deb Ryan,"Office of the District Attorney, Chester",District Attorney,PA,Chester,Chester,https://www.chesco.org/1441/District-Attorney,dacontact@chesco.org,610-344-6801,district-attorneys-pa.csv,15,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 201 West Market St, West Chester, 19380. party: Democrat. ageRange: 40-50. gender: female. race: white. Verify all data before publication."
pa-4188fb3331cbb6cd,Drew Joseph Welsh,"Office of the District Attorney, Clarion",District Attorney,PA,Clarion,Clarion,https://www.co.clarion.pa.us/Dept/DA/Pages/default.aspx,dwelsh@co.clarion.pa.us,(814) 226-4423,district-attorneys-pa.csv,16,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 514 Liberty St, Clarion, 16214. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-6a854d210d27d136,Ryan P Sayers,"Office of the District Attorney, Clearfield",District Attorney,PA,Clearfield,Clearfield,https://clearfieldco.org/district-attorney/,,814-765-2641,district-attorneys-pa.csv,17,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Clearfield County Courthouse, 230 East Market St, Clearfield, 16830. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-17da99be696414fb,Dave Strouse,"Office of the District Attorney, Clinton",District Attorney,PA,Clinton,Clinton,https://www.clintoncountypa.com/government/district-attorney,,570-893-8353,district-attorneys-pa.csv,18,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 230 East Water Street, Lock Haven, 17745. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-c49dcc0f90572559,Thomas Leipold,"Office of the District Attorney, Columbia",District Attorney,PA,Columbia,Columbia,https://www.columbiapa.org/districtattorney/index.php,,570-389-5656,district-attorneys-pa.csv,19,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Columbia County Courthouse, 35 West Main St, Bloomsburg, 17815. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-f6c6856553ffbd47,Francis J Schulz,"Office of the District Attorney, Crawford",District Attorney,PA,Crawford,Crawford,https://www.crawfordcountypa.net/DistrictAttorney/Pages/home.aspx,,(814) 333-7455,district-attorneys-pa.csv,20,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Crawford County Judicial Center, 359 East Center St, Meadville, 16335. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-ead81974d5b7bb08,M.L. Skip Ebert Jr.,"Office of the District Attorney, Cumberland",District Attorney,PA,Cumberland,Cumberland,https://www.ccpa.net/112/District-Attorney,districtattorney@ccpa.net,717-240-6210,district-attorneys-pa.csv,21,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Cumberland County Courthouse, 1 Courthouse Square, Carlisle, 17013. party: Republican. gender: male. race: white. Verify all data before publication."
pa-95c73f3bd67177c7,Francis T Chardo,"Office of the District Attorney, Dauphin",District Attorney,PA,Dauphin,Dauphin,https://www.dauphincounty.org/government/publicly_elected_officials/district_attorney/index.php,,(717) 780-6767,district-attorneys-pa.csv,22,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Dauphin County Courthouse, 101 Market Street, Harrisburg, 17101. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-0a789393aa6a23a6,Jack Stollsteimer,"Office of the District Attorney, Delaware",District Attorney,PA,Delaware,Delaware,https://www.delcoda.com/,,610-891-4161,district-attorneys-pa.csv,23,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Delaware County Courthouse, 201 West Front Street, Media, 19063. party: Democrat. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-dfe2d147359f4b40,Tom Coppolo,"Office of the District Attorney, Elk",District Attorney,PA,Elk,Elk,https://www.co.elk.pa.us/index.php/government/local-government/county-offices/itemlist/category/27-district-attorney,,(814) 776-5325,district-attorneys-pa.csv,24,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Elk County Courthouse, 240 Main St, Ridgway, 15853. party: Democrat. gender: male. race: white. Verify all data before publication."
pa-01df9f77e6751869,Jack Daneri,"Office of the District Attorney, Erie",District Attorney,PA,Erie,Erie,https://eriecountypa.gov/elected-officials/district-attorney/,districtattorney@eriecountypa.gov,814-451-6349,district-attorneys-pa.csv,25,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Erie County Courthouse, 140 West Sixth St, Erie, 16501. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-47880b94442141bb,Richard Bower,"Office of the District Attorney, Fayette",District Attorney,PA,Fayette,Fayette,https://www.fayettecountypa.org/492/District-Attorneys-Office,,(724) 430-1245,district-attorneys-pa.csv,26,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Fayette County Courthouse, 61 East Main St, Uniontown, 15401. party: Democrat. gender: male. race: white. Verify all data before publication."
pa-3ee599d26e023293,Alyce Marie Busch,"Office of the District Attorney, Forest",District Attorney,PA,Forest,Forest,https://www.co.forest.pa.us/government/district_attorney.php,abusch@co.forest.pa.us,(814) 755-3164,district-attorneys-pa.csv,27,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 526 Elm Street #5, Tionesta, 16353. party: Democrat. ageRange: 40-50. gender: female. race: white. Verify all data before publication."
pa-9062e985cb7e0537,Matt Fogal,"Office of the District Attorney, Franklin",District Attorney,PA,Franklin,Franklin,https://www.franklincountypa.gov/index.php?section=judicial_district-attorney,,(717) 261-3827,district-attorneys-pa.csv,28,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Franklin County Courthouse, 157 Lincoln Way East, Chambersburg, 17201. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-2801d8e36d7760c3,Travis Kendall,"Office of the District Attorney, Fulton",District Attorney,PA,Fulton,Fulton,https://www.co.fulton.pa.us/district-attorney.php,districtattorney@co.fulton.pa.us,(717) 485-5419,district-attorneys-pa.csv,29,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 126 North Second Street, McConnellsburg, 17233. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-8f5a211d94b122d1,David J Russo,"Office of the District Attorney, Greene",District Attorney,PA,Greene,Greene,https://www.co.greene.pa.us/Department-District-Attorney,,724-852-5272,district-attorneys-pa.csv,30,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Greene County Courthouse, 10 East High St, Waynesburg, 15370. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-ab4be9f0d5fe2e55,David G Smith,"Office of the District Attorney, Huntingdon",District Attorney,PA,Huntingdon,Huntingdon,https://www.huntingdoncounty.net/Dept/CommonPleas/DA/Pages/default.aspx,,814-643-5371,district-attorneys-pa.csv,31,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Huntingdon County Courthouse, 207 Washington St, Huntingdon, 16652. party: Republican. gender: male. race: white. Verify all data before publication."
pa-47e042cce5a6663c,Bob F Manzi Jr,"Office of the District Attorney, Indiana",District Attorney,PA,Indiana,Indiana,https://www.indianacountypa.gov/departments/district-attorney/,,(724) 465-3835,district-attorneys-pa.csv,32,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Indiana County Courthouse, 825 Philadelphia St, Indiana, 15701. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-d19a95d1fbb0d0e6,Jeff Burkett,"Office of the District Attorney, Jefferson",District Attorney,PA,Jefferson,Jefferson,https://www.jeffersoncountypa.com/district-attorney/,,814-849-1628,district-attorneys-pa.csv,33,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Jefferson County Courthouse, 200 Main Street, Brookville, 15825. party: Democrat. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-ed7352b8f8e579f0,Cory Snook,"Office of the District Attorney, Juniata",District Attorney,PA,Juniata,Juniata,https://www.juniataco.org/elected-officials/district-attorney/,csnook@juniataco.org,717-436-7725,district-attorneys-pa.csv,34,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Juniata County Courthouse, Mifflintown, 17059. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-d7f289c916419e1f,Mark Powell,"Office of the District Attorney, Lackawanna",District Attorney,PA,Lackawanna,Lackawanna,https://www.lackawannada.com/,LackawannaDA@lackawannacounty.org,(570) 963-6717,district-attorneys-pa.csv,35,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 135 Jefferson Avenue, Scranton, 18503. party: Democrat. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-36dbbb90fab96f81,Heather Adams,"Office of the District Attorney, Lancaster",District Attorney,PA,Lancaster,Lancaster,https://www.co.lancaster.pa.us/da,,(717) 299-8100,district-attorneys-pa.csv,36,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Lancaster County Courthouse, 50 North Duke Street, Lancaster, 17608. party: Republican. ageRange: 40-50. gender: female. race: white. Verify all data before publication."
pa-09789f6dcf8f1a20,Joshua Lamancusa,"Office of the District Attorney, Lawrence",District Attorney,PA,Lawrence,Lawrence,https://lawrencecountydistrictattorneysoffice.com/,,(724) 656-1916,district-attorneys-pa.csv,37,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Lawrence County Government Center, 430 Court St, New Castle, 16101. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-5ebb7b089ecc9874,Pier Hess Graf,"Office of the District Attorney, Lebanon",District Attorney,PA,Lebanon,Lebanon,https://www.lebcounty.org/depts/DA/Pages/default.aspx,,(717) 228-4403,district-attorneys-pa.csv,38,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 400 South Eighth Street, Lebanon, 17042. party: Republican. gender: female. race: white. Verify all data before publication."
pa-ab822a9ce756a6d0,James B Martin,"Office of the District Attorney, Lehigh",District Attorney,PA,Lehigh,Lehigh,https://www.lehighcounty.org/Departments/District-Attorney,,610-782-3100,district-attorneys-pa.csv,39,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Lehigh County Courthouse, Allentown, 18101. party: Republican. ageRange: 70-80. gender: male. race: white. Verify all data before publication."
pa-c3b46ef3ff02a3ba,Stefanie Salavantis,"Office of the District Attorney, Luzerne",District Attorney,PA,Luzerne,Luzerne,https://www.luzernecounty.org/206/District-Attorney,,570-825-1674,district-attorneys-pa.csv,40,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Luzerne County Courthouse, 200 North River Street, Wilkes-Barre, 18711. party: Republican. ageRange: 30-40. gender: female. race: white. Verify all data before publication."
