id,name,office,role,state,county_or_region,jurisdiction,website,email,phone,source_file,source_row_number,notes
ca-ab165323ccb59d75,Gilbert G. Otero,District Attorney,District Attorney,CA,IMPERIAL COUNTY,,http://www.co.imperial.ca.us/districtattorney/,,(442) 265-1175,ca.csv,14,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-186a0e7f3e1980fe,Gregg Cohen,District Attorney,District Attorney,CA,TEHAMA COUNTY,,http://www.co.tehama.ca.us/district-attorney,,(530) 527-3053,ca.csv,51,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-f908ac7aebcef760,Gregory Totten,District Attorney,District Attorney,CA,VENTURA COUNTY,,http://www.vcdistrictattorney.com/,,(805) 654-2500,ca.csv,55,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-fad7aaea7d029416,James Kirk Andrus,District Attorney,District Attorney,CA,SISKIYOU COUNTY,,http://www.co.siskiyou.ca.us/page/district-attorneys-office,,(530) 842-8125,ca.csv,46,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-a06b93001581aa4a,Jeff Rosell,District Attorney,District Attorney,CA,SANTA CRUZ COUNTY,,http://datinternet.co.santa-cruz.ca.us/,,(831) 454-2400,ca.csv,43,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-3fe25cbe063c22d3,Jeffery Reisig,District Attorney,District Attorney,CA,YOLO COUNTY,,http://yoloda.org/,,(530) 666-8180,ca.csv,56,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-3826f6e8239e9e58,Jeffrey Rosen,District Attorney,District Attorney,CA,SANTA CLARA COUNTY,,http://www.santaclara-da.org/portal/site/da/,,(408) 290-7400,ca.csv,42,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-59399bb55aabd29d,Jill Ravitch,District Attorney,District Attorney,CA,SONOMA COUNTY,,http://www.sonoma-county.org/da/index.htm,,(707) 565-2311,ca.csv,48,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-166beaac8b3c3b7e,Jordan Funk,District Attorney,District Attorney,CA,MODOC COUNTY,,http://www.monocounty.ca.gov/departments/district_attorney/district_attorney.html,,(530) 233-6212,ca.csv,25,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-f680abbc9319e2a0,Joyce Dudley,District Attorney,District Attorney,CA,SANTA BARBARA COUNTY,,http://www.countyofsb.org/da/index.asp,,(805) 568-2300,ca.csv,41,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-baa56c831f7c9452,Katherine Micks,District Attorney,District Attorney,CA,DEL NORTE COUNTY,,http://www.co.del-norte.ca.us/departments/district-attorney,,(707) 464-7210,ca.csv,9,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-e60cd8ca6576f233,Keith Fagundes,District Attorney,District Attorney,CA,KINGS COUNTY,,http://www.countyofkings.com/departments/public-safety/district-attorney,,(559) 582-0326,ca.csv,17,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-e8d63cd32c4a2062,Krishna A. Abrams,District Attorney,District Attorney,CA,SOLANO COUNTY,,http://www.solanocounty.com/da,,(707) 784-6800,ca.csv,47,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-e92f997caa982a99,Larry Morse II,District Attorney,District Attorney,CA,MERCED COUNTY,,http://www.co.merced.ca.us/da,,(209) 385-7381,ca.csv,24,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-8580b7ecfcb199fc,Laura Krieg,District Attorney,District Attorney,CA,TUOLUMNE COUNTY,,http://www.tuolumnecounty.ca.gov/index.aspx?NID=166,,(209) 588-5450,ca.csv,54,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-1ffeb253a401f4f9,Lawrence Allen,District Attorney,District Attorney,CA,SIERRA COUNTY,,http://www.sierracounty.ca.gov/index.aspx?nid=221,,(530) 289-3269,ca.csv,45,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-fe23a314b4074be0,Lisa Green,District Attorney,District Attorney,CA,KERN COUNTY,,http://www.co.kern.ca.us/da,,(661) 868-2340,ca.csv,16,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-6589539dc896b5fc,Lisa Smittcamp,District Attorney,District Attorney,CA,FRESNO COUNTY,,http://www.co.fresno.ca.us/Departments.aspx?id=156,,(559) 600-3141,ca.csv,11,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-c92f474d344077f1,Maggie Fleming,District Attorney,District Attorney,CA,HUMBOLDT COUNTY,,http://co.humboldt.ca.us/distatty/,,(707) 445-7411,ca.csv,13,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-5d9b87a5873795e7,Matthew Beauchamp,District Attorney,District Attorney,CA,COLUSA COUNTY,,http://www.colusada.net/,,(530) 458-0545,ca.csv,7,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-91b26300b670782c,Michael Atwell,District Attorney,District Attorney,CA,ALPINE COUNTY,,http://www.alpinecountyca.gov/Index.aspx?NID=18,,(530) 694-2971,ca.csv,3,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-dfa8c7aa0efd9f16,Michael Hestrin,District Attorney,District Attorney,CA,RIVERSIDE COUNTY,,http://www.rivcoda.org/,,(951) 955-5400,ca.csv,33,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-90d810c5d45165c3,Michael Ramos,District Attorney,District Attorney,CA,SAN BERNARDINO COUNTY,,http://www.sbcounty.gov/da/,,(909) 387-8309,ca.csv,35,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-e1130518948409dd,Michael Ramsey,District Attorney,District Attorney,CA,BUTTE COUNTY,,http://www.buttecounty.net/da/,,(530) 538-7411,ca.csv,5,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-ca69c7a4684f6f0a,Nancy O'Malley,District Attorney,District Attorney,CA,ALAMEDA COUNTY,,,,(510) 272-6222,ca.csv,2,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-ba00233b309faf24,Patrick McGrath,District Attorney,District Attorney,CA,YUBA COUNTY,,http://www.co.yuba.ca.us/Departments/DA/,,(530) 749-7770,ca.csv,57,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-514887964498f9a4,R. Scott Owens,District Attorney,District Attorney,CA,PLACER COUNTY,,http://www.placer.ca.gov/departments/da,,(916) 543-8000,ca.csv,31,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-858c4096033de669,Stacey L. Montgomery,District Attorney,District Attorney,CA,LASSEN COUNTY,,http://www.lassencounty.org/dept/district-attorney/welcome,,(530) 251-8283,ca.csv,19,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-032f4c3442cd8aac,Stephanie A. Bridgett,District Attorney,District Attorney,CA,SHASTA COUNTY,,http://www.da.co.shasta.ca.us/,,(530) 245-6300,ca.csv,44,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-5108e4bff6a14bf0,Stephen M. Wagstaffe,District Attorney,District Attorney,CA,SAN MATEO COUNTY,,http://www.co.sanmateo.ca.us/portal/site/districtattorney/,,(650) 363-4636,ca.csv,40,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-90f8e698884c8e7a,Summer Stephan,District Attorney,District Attorney,CA,SAN DIEGO COUNTY,,http://www.sdcda.org/,,(619) 531-4040,ca.csv,36,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-c3b799fac9359483,Thomas L. Hardy,District Attorney,District Attorney,CA,INYO COUNTY,,,,(760) 878-0282,ca.csv,15,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-a57f84e73f2a9977,Tim Kendall,District Attorney,District Attorney,CA,MONO COUNTY,,,,,ca.csv,26,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-62e7f8cd14f2a1e2,Tim Ward,District Attorney,District Attorney,CA,TULARE COUNTY,,http://www.da-tulareco.org/,,(559) 636-5494,ca.csv,53,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-5106a6f65bb7649c,Todd Riebe,District Attorney,District Attorney,CA,http://www.co.amador.ca.us/government/district-attorney,,http://www.co.amador.ca.us/government/district-attorney,,(209) 223-6444,ca.csv,4,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-5af4d0a4139a9b6a,Tom Cooke,District Attorney,District Attorney,CA,MARIPOSA COUNTY,,http://www.mariposacounty.org/index.aspx?nid=74,,(209) 966-3626,ca.csv,22,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-71db1f9912c59a62,Tony Rackauckas,District Attorney,District Attorney,CA,ORANGE COUNTY,,http://orangecountycadistrictattorney.com,,(714) 834-3600,ca.csv,30,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-c4c7120989af04ef,Tori Verber Salazar,District Attorney,District Attorney,CA,SAN JOAQUIN COUNTY,,http://www.sjgov.org/da,,(209) 468-2400,ca.csv,38,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-226f5750679f5d53,Vernon Pierson,District Attorney,District Attorney,CA,EL DORADO COUNTY,,https://www.edcgov.us/ELDODA/,,(530) 621-6472,ca.csv,10,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ca-134c1f903a50f7d4,Xavier Becerra,Attorney General,Attorney General,CA,,,https://oag.ca.gov,,,attorney-general.csv,7,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
co-1d89a6d131667fdb,Cynthia H. Coffman,Attorney General,Attorney General,CO,,,https://coag.gov,,,attorney-general.csv,8,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
co-3930dceb664c201c,Dave Young,District Attorney,District Attorney,CO,17th Judicial District,,http://www.adcogov.org/district-attorney,,303.659.7720,co.csv,2,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
co-caf3dd3084a5a4df,Jefferson J. Cheney,District Attorney,District Attorney,CO,9th Judicial District,,http://www.9daco.org/,,,co.csv,3,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ct-c7b060589b8411b8,George Jepsen,Attorney General,Attorney General,CT,,,http://www.ct.gov/ag/site/default.asp,,,attorney-general.csv,9,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
dc-b8ae3b58365a2f52,Karl A. Racine,Attorney General,Attorney General,DC,District of Columbia,,https://oag.dc.gov,,,attorney-general.csv,11,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
de-153329b3de05d374,Matthew Denn,Attorney General,Attorney General,DE,,,http://attorneygeneral.delaware.gov/,,,attorney-general.csv,10,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-a5b1e25f0c2da2ac,Andrew H. Warren,District Attorney,District Attorney,FL,,,,,(813) 272-5400,fl.csv,14,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-a88e633f6ae5ec9e,Aramis D. Ayala,District Attorney,District Attorney,FL,,,,,(407) 836-2400,fl.csv,10,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-8abd63f09b64e152,Bernie McCabe,District Attorney,District Attorney,FL,,,,,(727) 464-6221,fl.csv,7,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-6f79ad46d1d36a5c,Brad King,District Attorney,District Attorney,FL,,,,,(352) 671-5800,fl.csv,6,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-1afcd86be6c2045b,Brian Haas,District Attorney,District Attorney,FL,,,,,(863) 534 - 4800,fl.csv,11,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-fa112981fc75d7c9,Bruce H. Colton,District Attorney,District Attorney,FL,,,,,(772) 465-3000,fl.csv,20,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-ba6ff2b08db480ba,David A. Aronberg,District Attorney,District Attorney,FL,,,,,(561) 355-7100,fl.csv,16,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-3bcfe545c62803ff,Dennis W. Ward,District Attorney,District Attorney,FL,,,,,(305) 292-3400,fl.csv,17,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-f09389912b813692,Ed Brodsky,District Attorney,District Attorney,FL,,,,,(941) 861-4400,fl.csv,13,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-b632afebba0712b3,Glenn Hess,District Attorney,District Attorney,FL,,,,,(850) 872-4473,fl.csv,15,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-14e9b5555b167b4e,Jack Campbell,District Attorney,District Attorney,FL,,,,,(850) 606-6000,fl.csv,3,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-10b58b741aab731f,Jeffrey A. Siegmeister,District Attorney,District Attorney,FL,,,,,(386) 362-2320,fl.csv,4,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-89c891e5a02fe3c6,Katherine Fernandez Rundle,District Attorney,District Attorney,FL,,,,,(305) 547-0100,fl.csv,12,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-d5f9ea59e4796597,Melissa W. Nelson,District Attorney,District Attorney,FL,,,,,(904) 630-2400,fl.csv,5,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-20d50cd3514ba1f0,Michael J. Satz,District Attorney,District Attorney,FL,,,,,(954) 831-6955,fl.csv,18,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-a692af3379d8ad5c,Pam Bondi,Attorney General,Attorney General,FL,,,http://myfloridalegal.com,,,attorney-general.csv,12,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-df32416a15dc7ee3,Philip G. Archer,District Attorney,District Attorney,FL,,,,,(321) 617-7510,fl.csv,19,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-b22e861d8988effc,R. J. Larizza,District Attorney,District Attorney,FL,,,,,(386) 239-7710,fl.csv,8,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-f574055167a9cf4f,Stephen B. Russell,District Attorney,District Attorney,FL,,,,,(239) 533-1000,fl.csv,21,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-c05dfbf32d6a79f4,William Cervone,District Attorney,District Attorney,FL,,,,,(352) 374-3670,fl.csv,9,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
fl-1433e0a410d44d46,William Eddins,District Attorney,District Attorney,FL,,,,,(850) 595 - 4200,fl.csv,2,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ga-102eb318e7168050,Chris Carr,Attorney General,Attorney General,GA,,,https://law.georgia.gov/,,,attorney-general.csv,13,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
gu-bbbe1f7596187e02,Elizabeth Barrett-Anderson,Attorney General,Attorney General,GU,,,http://www.guamag.org/index.html,,,attorney-general.csv,14,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
hi-596045e82aabe3e7,Douglas S. Chin,Attorney General,Attorney General,HI,,,http://ag.hawaii.gov,,,attorney-general.csv,15,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ia-164d00ffe978b31e,Tom Miller,Attorney General,Attorney General,IA,,,https://www.iowaattorneygeneral.gov/,,,attorney-general.csv,19,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
id-d8ff156c65bf2a2c,Lawrence Wasden,Attorney General,Attorney General,ID,,,http://www.ag.idaho.gov/index.html,,,attorney-general.csv,16,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
il-9eda2c82e55d335e,Lisa Madigan,Attorney General,Attorney General,IL,,,http://www.illinoisattorneygeneral.gov/,,,attorney-general.csv,17,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
in-cec1b65055c573d6,Curtis T. Hill Jr.,Attorney General,Attorney General,IN,,,http://www.curtishillforindiana.com/,,,attorney-general.csv,18,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ks-f859b1f5ee0ea887,Derek Schmidt,Attorney General,Attorney General,KS,,,http://ag.ks.gov/home,,,attorney-general.csv,20,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
ky-46763d86391804ad,Andy Beshear,Attorney General,Attorney General,KY,,,http://ag.ky.gov/Pages/default.aspx,,,attorney-general.csv,21,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-50d103df8468ec03,Asa A. Skinner,District Attorney,District Attorney,LA,30th Judicial District,,,,(337) 239-2008,la.csv,31,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-1912cfe473632e22,Billy Joe Harrington,District Attorney,District Attorney,LA,10th Judicial District,,,,(318) 357-2214,la.csv,11,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-977b94e15526ffc2,Bradley R. Burget,District Attorney,District Attorney,LA,7th Judicial District,,http://7thjda.org/,,(318) 744-5232,la.csv,8,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-73ade8ac92cd808d,Brian Frazier,District Attorney,District Attorney,LA,37th Judicial District,,,,(318) 649-7410,la.csv,38,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-e470963c6152db4f,Bridget A. Dinvaut,District Attorney,District Attorney,LA,40th Judicial District,,http://stjohnda.com/,,(985) 652-9757,la.csv,41,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-5892e7343f28cb2e,"Charles A. Riddle, III",District Attorney,District Attorney,LA,12th Judicial District,,http://www.avoyellesda.org/,,(318) 253-6587,la.csv,13,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-47bf340289ee3bc4,Charles J. Ballay,District Attorney,District Attorney,LA,25th Judicial District,,,,(504) 297-5146,la.csv,26,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-0c6ffd5482206e3b,Danny Newell,District Attorney,District Attorney,LA,2nd Judicial District,,,,(318) 263-7408,la.csv,3,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-349b5ef264da08dc,Don M. Burkett,District Attorney,District Attorney,LA,11th Judicial District,,,,(318) 256-6246,la.csv,12,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-1917dccb2d4ea207,Earl B. Taylor,District Attorney,District Attorney,LA,27th Judicial District,,http://www.the-good-guys.org/,,(337) 948-3041,la.csv,28,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
la-a9d61001160bf6d1,Gary Evans,District Attorney,District Attorney,LA,42nd Judicial District,,,,(318) 872-2991,la.csv,43,Imported from legacy manual CSV. Verify campaign/incarceration evidence before publication.
